sample_id,item_qid,preferred_label,description,direct_class_labels,class_ancestor_labels,semantic_fact_texts,annotator_final_decision,annotator_eventour_category,annotator_is_ambiguous,annotator_notes
ann_0496,Q73904016,stadio Mario Giuriati,impianto sportivo di Milano,impianto di rugby a 15 | impianto sportivo universitario,edificio universitario | impianto sportivo | stadio,sport: rugby a 15 | sport: atletica leggera | residente: Rugby Milano | residente: CUS Milano Rugby | operatore: Politecnico di Milano | proprietario: Comune di Milano | architetto: Luigi Lorenzo Secchi | prende il nome da: Mario Giuriati,,,,
ann_0497,Q118095275,via Azzo Carbonera 21,edificio di Milano,edificio,struttura architettonica,architetto: Mario Bacciocchi,,,,
ann_0498,Q106633178,via Carlo Farini 69,edificio di Milano,edificio,struttura architettonica,edificio adiacente: via Carlo Farini 71,,,,
ann_0499,Q106633216,via Carlo Farini 71,edificio di Milano,edificio,struttura architettonica,edificio adiacente: via Carlo Farini 73 | edificio adiacente: via Carlo Farini 69,,,,
ann_0500,Q111082992,via Edmondo De Amicis 49,edificio di Milano,edificio,struttura architettonica,evento significativo: costruzione edilizia | architetto: Antonio Cassi Ramelli,,,,
ann_0501,Q59471545,via Edoardo Bassini 46,edificio di Milano,edificio,struttura architettonica,evento significativo: costruzione edilizia | architetto: Antonio Cassi Ramelli,,,,
ann_0502,Q111083014,"via Felice Casati 39, via Carlo Tenca 1",edificio di Milano,edificio,struttura architettonica,evento significativo: costruzione edilizia | architetto: Antonio Cassi Ramelli,,,,
ann_0503,Q118092994,via Garofalo 4,edificio di Milano,edificio,struttura architettonica,architetto: Gian Domenico Salotti,,,,
ann_0504,Q111082971,via Giorgione 8,edificio di Milano,edificio,struttura architettonica,evento significativo: costruzione edilizia | architetto: Antonio Cassi Ramelli,,,,
ann_0505,Q117124153,via Giovanni Pacini 76,edificio di Milano,edificio,struttura architettonica,architetto: Mario Bacciocchi | data di fondazione o creazione: 1935-01-01,,,,
ann_0506,Q111082817,via Giuseppe Ripamonti 156,edificio di Milano,edificio,struttura architettonica,evento significativo: costruzione edilizia | architetto: Antonio Cassi Ramelli,,,,
ann_0507,Q119255833,via Larga 7,edificio di Milano,edificio,struttura architettonica,architetto: Rino Ferrini | data di fondazione o creazione: 1936-01-01,,,,
ann_0508,Q106633045,via Lepontina 13,edificio di Milano,edificio,struttura architettonica,unità amministrativa in cui è situato: Milano,,,,
ann_0509,Q118093737,via Monte Cervino 3,edificio di Milano,edificio,struttura architettonica,architetto: Giuseppe Martinenghi,,,,
ann_0510,Q118093557,via Monte Cervino 4,edificio di Milano,edificio,struttura architettonica,architetto: Giuseppe Martinenghi,,,,
ann_0511,Q107543213,via Vittor Pisani,strada di Milano,strada urbana,infrastruttura di trasporto | strada | struttura architettonica,prende il nome da: Vettor Pisani | codice via: 1201,,,,
ann_0512,Q107478858,via dei Giardini 16,edificio di Milano,edificio,struttura architettonica,evento significativo: costruzione edilizia | architetto: Antonio Carminati | architetto: Carlo De Carli,,,,
ann_0513,Q126746787,via delle Forze Armate,strada di Milano,strada,infrastruttura viaria | itinerario | linear infrastructure intrusions | oggetto lungo e sottile | road or street | via di comunicazione,proprietario: Comune di Milano | prende il nome da: forze armate italiane | codice via: 6643 | lunghezza: 4,,,,
ann_0514,Q59470795,viale Brianza 23,edificio di Milano,edificio,struttura architettonica,evento significativo: costruzione edilizia | architetto: Gigi Ghò,,,,
ann_0515,Q106734230,viale Vittorio Veneto 2,edificio di Milano,edificio,struttura architettonica,residente: Spazio Oberdan | residente: Cineteca Italiana,,,,
ann_0516,Q128201160,Q128201160,,casa multifamiliare,edificio abitativo,architetto: Roberto Menghi | architetto: Anna Castelli Ferrieri | codice postale: 20122,,,,
ann_0517,Q131338513,Q131338513,,casa multifamiliare,edificio abitativo,architetto: Giotto Stoppino | architetto: Vittorio Gregotti | codice postale: 20149,,,,
ann_0518,Q133545536,Q133545536,,fabbrica,edificio industriale | industrial facility | organizzazione | servizio | struttura architettonica,unità amministrativa in cui è situato: Milano,,,,
ann_0519,Q37158582,Cinema President,"cinema di Milano, Italia",cinema,azienda | luogo per eventi | sito,codice postale: 20122,,,,
ann_0520,Q16532522,Università degli Studi di Milano. Biblioteca di Filosofia,biblioteca dell'Università degli Studi di Milano,archivio | biblioteca universitaria | organizzazione,biblioteca accademica | collezione | ente | GLAM | insieme di umani | organizzazione | persona od organizzazione | sistema complesso | sistema sociale,membro di: Polo Università statale di Milano | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Università degli Studi di Milano | nome ufficiale: Biblioteca di filosofia dell'Università degli studi di Milano | numero di telefono: +39 0250312721 | numero di telefono: +39 025031272 | codice postale: 20122,,,,
ann_0521,Q113639759,Médiathèque Institut Français Milano,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,elemento operato: prestito bibliotecario | Wi-Fi: sì | giorni di apertura: sabato | giorni di apertura: lunedì | nome ufficiale: Médiathèque Institut Français Milano | numero di telefono: +390248591940 | numero di telefono: +39 0248591940 | codice postale: 20123,,,,
ann_0522,Q113319501,"Bibliomediateca ""Laura Lepetit Maltini"" Casa delle donne di Milano",biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,"campo di lavoro: Scienze Sociali | membro di: Polo regionale Lombardia | Wi-Fi: sì | nome ufficiale: Bibliomediateca ""Laura Lepetit Maltini"" Casa delle donne di Milano | numero di telefono: +39 3405050868 | codice postale: 20121 | visitatori annui: 200 | dimensione della collezione o esposizione: 4500",,,,
ann_0523,Q106637293,chiesa di Santa Maria Goretti,chiesa di Milano,chiesa,edificio religioso | sito | tempio,rito cattolico: rito ambrosiano | diocesi: arcidiocesi di Milano | religione: cattolicesimo | prende il nome da: Maria Goretti,,,,
ann_0524,Q71543196,"Teatro ""La piccola Canobbiana""","ex-teatro di Milano, Italia",entità scomparsa | teatro,edificio culturale | edificio per spettacoli | entità | theatre venue,edificio adiacente: Teatro Lirico,,,,
ann_0525,Q119075357,chiesa di Santa Bernardetta,chiesa a Milano,chiesa,edificio religioso | sito | tempio,diocesi: arcidiocesi di Milano | religione: cattolicesimo,,,,
ann_0526,Q113319496,Biblioteca dell'Associazione NoMus,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,elemento operato: document delivery internazionale | elemento operato: document delivery nazionale | campo di lavoro: Arti | membro di: Polo regionale Lombardia | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca dell'Associazione NoMus,,,,
ann_0527,Q81173353,Giulio Strazza spa,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0528,Q81173246,Fondazione Biblioteca di via Senato,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0529,Q53864810,Archivi Mondadori,Archivi storici del gruppo Mondadori,archivio,collezione | GLAM | organizzazione,entità controllante: Gruppo Mondadori | pagina di una istituzione su Commons: Archivi Mondadori,,,,
ann_0530,Q113515453,Biblioteca dell'Istituto di ricerca sulla comunicazione A. Gemelli e C. Musatti,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca dell'Istituto di ricerca sulla comunicazione A. Gemelli e C. Musatti | numero di telefono: +39 02715106 | codice postale: 20129 | dimensione della collezione o esposizione: 3900,,,,
ann_0531,Q113086134,Biblioteca della Civica scuola di liuteria,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,giorni di apertura: lunedì | giorni di apertura: martedì | nome ufficiale: Biblioteca della Civica scuola di liuteria | numero di telefono: +39 0257409945 | codice postale: 20141 | dimensione della collezione o esposizione: 300,,,,
ann_0532,Q113716387,Biblioteca Francescana di Milano,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,nome ufficiale: BIBLIOTECA FRANCESCANA | numero di telefono: +39 0229002736 | codice postale: 20121 | dimensione della collezione o esposizione: 50000,,,,
ann_0533,Q26258029,Palazzo Carcassola Grandi,palazzo di Milano,palazzo,casa | edificio | struttura architettonica,stile architettonico: neoclassicismo a Milano,,,,
ann_0534,Q107289910,cinema Adua,cinema di Milano,cinema,azienda | luogo per eventi | sito,prende il nome da: Adua | prende il nome da: Lambro | data di chiusura ufficiale: 1979-01-01 | data di apertura ufficiale: 1928-01-01,,,,
ann_0535,Q107290110,cinema Alba,cinema di Milano,cinema,azienda | luogo per eventi | sito,data di apertura ufficiale: 1941-01-01,,,,
ann_0536,Q113611871,Biblioteca del Dipartimento di diritto privato e storia del diritto dell'Università degli studi di Milano,biblioteca a Milano,biblioteca,installazione culturale | istituzione pubblica | luogo,membro di: Polo Università statale di Milano | nome ufficiale: Biblioteca di Studi Giuridici e Umanistici - Diritto privato dell'Università degli studi di Milano | codice postale: 20122 | dimensione della collezione o esposizione: 90000,,,,
ann_0537,Q113515437,Centro di documentazione del Touring Club Italiano. TCI,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Touring Club Italiano | nome ufficiale: Centro di documentazione del Touring Club Italiano - TCI | numero di telefono: +39 028526421 | codice postale: 20122 | dimensione della collezione o esposizione: 10000,,,,
ann_0538,Q3662008,Cassina Triulza,cascina di Milano,cascina | comuni soppressi della Lombardia | quartiere di Milano,casa | fattoria | quartiere in Italia,fuso orario: UTC+2 | fuso orario: UTC+1 | proprietario: Comune di Milano | parte di: MIND-Cascina Triulza | parte di: Expo 2015 | numero di piani: 2,,,,
ann_0539,Q110279400,Casa Barelli,edificio di Milano,edificio,struttura architettonica,stile architettonico: Liberty a Milano,,,,
ann_0540,Q119075312,chiesa di Santa Gianna Beretta Molla,chiesa a Milano,chiesa,edificio religioso | sito | tempio,diocesi: arcidiocesi di Milano | religione: cattolicesimo,,,,
ann_0541,Q106632726,casa Melandri,edificio di Milano,edificio,struttura architettonica,architetto: Alberto Rosselli | architetto: Antonio Fornaroli | data di fondazione o creazione: 1958-01-01,,,,
ann_0542,Q113515441,Biblioteca del Centro nazionale di studi manzoniani,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,elemento operato: document delivery intersistemico | elemento operato: document delivery internazionale | campo di lavoro: Letteratura e Retorica | membro di: Polo MiC Lombardia - BEIC | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Biblioteca del Centro nazionale di studi manzoniani,,,,
ann_0543,Q113319498,Centro studi Associazione Saveria Antiochia Osservatorio antimafia - SAO,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,membro di: Polo regionale Lombardia | giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Centro studi Associazione Saveria Antiochia Osservatorio antimafia - SAO | numero di telefono: +39 0236563480 | codice postale: 20154 | dimensione della collezione o esposizione: 1400,,,,
ann_0544,Q113515431,Biblioteca della Società Italiana di Scienze Naturali,biblioteca specializzata a Milano,biblioteca privata | biblioteca specializzata,biblioteca | proprietà privata,elemento operato: document delivery intersistemico | elemento operato: document delivery internazionale | campo di lavoro: Scienze Naturali | Wi-Fi: sì | giorni di apertura: lunedì | giorni di apertura: venerdì | entità controllante: Società Italiana di Scienze Naturali | nome ufficiale: Biblioteca della Società Italiana di Scienze Naturali,,,,
ann_0545,Q134538687,Viale Beatrice d'Este 38,palace of Milano,edificio,struttura architettonica,sottoclasse di: scuderia ippica | proprietario: Napoleone Bonaparte,,,,
ann_0546,Q113525912,Biblioteca del Segretariato regionale per la Lombardia,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,membro di: Polo MiC Lombardia - BEIC | entità controllante: Ministero della Cultura | nome ufficiale: Biblioteca del Segretariato regionale per la Lombardia | numero di telefono: +39 0280294252 | codice postale: 20123 | dimensione della collezione o esposizione: 1000,,,,
ann_0547,Q5180292,Cracco,ristorante di Milano,ristorante,mass caterer | servizio,premio ricevuto: stella Michelin | gestore/direttore: Carlo Cracco,,,,
ann_0548,Q113319449,Biblioteca del Corriere della Sera,biblioteca specializzata a Milano,biblioteca specializzata,biblioteca,nome ufficiale: Biblioteca del Corriere della Sera | numero di telefono: +39 0262827506 | codice postale: 20121 | dimensione della collezione o esposizione: 12000,,,,
ann_0549,Q113086132,Civica Biblioteca archeologica e numismatica di Milano,biblioteca specializzata a Milano,biblioteca di un ente territoriale italiano | biblioteca specializzata,biblioteca,campo di lavoro: Arti | membro di: ACNP | membro di: Polo regionale Lombardia | Wi-Fi: no | giorni di apertura: lunedì | giorni di apertura: venerdì | nome ufficiale: Civica biblioteca archeologica e numismatica | numero di telefono: +39 0288463773,,,,
ann_0550,Q81173413,Il Sole 24 Ore spa,archivio italiano,archivio,collezione | GLAM | organizzazione,unità amministrativa in cui è situato: Milano,,,,
ann_0551,Q113610845,Biblioteca San Barnaba dell'Istituto Zaccaria,biblioteca accademica a Milano,biblioteca accademica | biblioteca privata,biblioteca | biblioteca di ricerca | division of an educational institution | proprietà privata,struttura presente: sala conferenze | struttura presente: sala lettura | elemento operato: prestito bibliotecario | membro di: Polo SBN di Biblioteche Ecclesiastiche italiane | accessibilità alle persone con disabilità: inaccessibile alle persone con disabilità motorie | accessibilità alle persone con disabilità: accessibile alle persone con disabilità motorie | nome ufficiale: Biblioteca San Barnaba dell'Istituto Zaccaria | numero di telefono: +39 025456936,,,,
